data.name,date,aed,ars,aud,bch,bdt,bhd,bmd,bnb,brl,btc,cad,chf,clp,cny,czk,dkk,dot,eos,eth,eur,gbp,hkd,huf,idr,ils,inr,jpy,krw,kwd,lkr,ltc,mmk,mxn,myr,ngn,nok,nzd,php,pkr,pln,rub,sar,sek,sgd,thb,try,twd,uah,usd,vef,vnd,xag,xau,xdr,xlm,xrp,yfi,zar,bits,link,sats
Stellar,08-07-2021,0.948646442,24.78150908,0.345126254,0.000507158,21.9002769,0.097371984,0.258275644,0.000787103,1.351504792,7.60E-06,0.322433897,0.239036175,193.47431,1.671818246,5.647790998,1.628594267,0.015338307,0.06727557,0.000111462,0.219007157,0.187164353,2.00632653,78.15636685,3748.276944,0.845560884,19.32474004,28.57054863,294.8473457,0.077788492,51.39055182,0.001874979,425.0671447,5.153931033,1.07507237,106.3049587,2.256068747,0.368312691,12.87244546,41.04472633,0.993116859,19.30274683,0.968662288,2.227743657,0.348444837,8.356561162,2.243419697,7.204986255,7.042719157,0.258275644,0.02586114,5958.506786,0.009879914,0.000143201,0.181411521,1,0.395602314,7.28E-06,3.693808419,7.603774021,0.013002498,760.3774021
Status,08-07-2021,0.264904412,6.919810982,0.09635532,0.000141488,6.115534429,0.027190602,0.072122083,0.000219691,0.377378801,2.12E-06,0.090026391,0.066747546,54.02666206,0.466846245,1.576906151,0.45467925,0.004281817,0.018800752,3.11E-05,0.061145102,0.052259589,0.5602191,21.82256489,1046.686159,0.236118325,5.396329625,7.978649711,82.31005782,0.021722018,14.35053495,0.000524067,118.6977119,1.43926101,0.300208172,29.68508744,0.629759213,0.102825897,3.59384471,11.46151887,0.277234115,5.388738487,0.270493729,0.621930361,0.097289373,2.332327492,0.62626562,2.011953625,1.966641412,0.072122083,0.007221584,1663.497087,0.002758331,4.00E-05,0.050658191,0.27918792,0.110439509,2.03E-06,1.031335983,2.122701347,0.003631597,212.2701347
Bitcoin,09-07-2021,120971.6194,3161300.758,44318.02458,66.93279418,2791943.17,12414.97097,32933.5782,105.7159876,173224.0346,1,41277.4649,30135.37673,24812173.52,213742.2159,718791.811,206745.3784,2141.281585,9135.866789,15.48545977,27801.43991,23876.67953,255826.3888,9940312.729,479456911.5,108058.0341,2460851.303,3616864.359,37748821.34,9914.68665,6551402.512,249.1436941,54189057.47,658226.3679,137711.7572,13533234.51,289485.329,47395.53573,1653566.836,5242539.22,126243.6596,2461159.232,123512.1157,283136.5585,44545.95787,1071592.8,286136.8075,922729.7006,898832.0424,32933.5782,3297.639185,757431866.8,1270.832023,18.26298645,23154.87429,134304.3926,52714.07292,0.993274083,471559.4394,1001444.589,1778.416263,100144458.9
Ethereum,09-07-2021,7810.848471,204117.6377,2861.508973,4.321690621,180269.1006,801.6050169,2126.442467,6.825828768,11184.66209,0.064660885,2665.187299,1945.769283,1602062.769,13800.82426,46410.67007,13349.05518,138.2574365,589.8810934,1,1795.072558,1541.660157,16518.09876,641822.2459,30957387.37,6977.049115,158891.2898,233532.2911,2437351.213,640.1676313,423008.4092,16.08661313,3498857.986,42500.1041,8891.719177,873808.6218,18691.37613,3060.216516,106766.8603,338498.2333,8151.251508,158911.172,7974.882243,18281.45118,2876.226081,69190.18713,18475.17009,59578.45241,58035.43771,2126.442467,212.9206843,48905566.17,82.05458779,1.179197406,1495.054917,8671.713784,3403.621757,0.064133335,30447.46647,64660.88468,114.8280896,6466088.468
Dogecoin,09-07-2021,0.756989742,19.78209647,0.277323641,0.000418837,17.47081134,0.07768769,0.206084543,0.000661526,1.083963478,6.27E-06,0.258297092,0.18857457,155.2641928,1.337509291,4.497898187,1.293726011,0.013399244,0.057168429,9.69E-05,0.17396977,0.149410263,1.600854424,62.20231494,3000.240598,0.676181932,15.39897707,22.63282274,236.2163181,0.062041958,40.99593378,0.001559037,339.0924321,4.118905004,0.861742515,84.68531504,1.811477978,0.296581418,10.34732889,32.80561533,0.789979962,15.40090396,0.772887104,1.771750031,0.278749952,6.705579057,1.790524333,5.77405611,5.624514571,0.206084543,0.020635245,4739.691478,0.007952335,0.000114282,0.144893508,0.840420654,0.329862596,6.22E-06,2.950821525,6.26662092,0.011128584,626.662092
Binance Coin,09-07-2021,1144.323735,29904.13378,419.2236794,0.633146728,26410.21795,117.4386688,311.5331958,1,1638.602303,0.009473105,390.4616887,285.0637779,234709.2583,2021.881594,6799.367766,1955.695432,20.25532395,86.42018066,0.146483772,262.9860433,225.8600093,2419.974289,94029.78848,4535393.725,1022.168454,23278.27442,34213.51017,357082.6977,93.78738014,61972.59676,2.356759741,512598.1195,6226.452611,1302.676058,128016.8153,2738.369003,448.3352105,15641.81571,49591.48343,1194.19428,23281.18726,1168.355406,2678.313191,421.3798007,10136.66744,2706.693865,8728.505928,8502.447472,311.5331958,31.1938189,7164881.042,12.02135885,0.172757618,219.0321363,1270.444298,498.6455921,0.009395816,4460.688065,9473.104661,16.82282134,947310.4661
Nano,09-07-2021,16.09932933,420.717043,5.897998855,0.008908404,371.5616338,1.652228078,4.38291662,0.014068859,23.05326484,0.000133276,5.493350461,4.01052211,3302.091472,28.44556716,95.65934669,27.51440337,0.284969298,1.21578796,0.00206115,3.699913575,3.177592635,34.04627716,1322.89184,63807.81503,14.38074389,327.4987617,481.345052,5023.746142,1.319481431,871.8837286,0.033158044,7211.670691,87.59908414,18.32716585,1801.050529,38.52572752,6.307564881,220.0625005,697.6955903,16.800951,327.5397419,16.43742752,37.68081077,5.928333021,142.6113454,38.08009447,122.8001196,119.619735,4.38291662,0.438861441,100801.7015,0.169126803,0.002430503,3.081532252,17.87403104,7.015348537,0.00013218,62.75679163,133.2757742,0.236681189,13327.57742
Litecoin,09-07-2021,485.533138,12688.23452,177.8753533,0.268642263,11205.77648,49.82887592,132.1826032,0.424302952,695.2540562,0.00401941,165.6717266,120.9517083,99586.43629,857.8783129,2884.951406,829.7957223,8.594273366,36.66782416,0.062152626,111.5841916,95.83172639,1026.787852,39896.558,1924353.992,433.7030175,9876.902211,14516.69003,151509.1206,39.79370487,26294.78744,1,217493.8489,2641.865219,552.7215552,54317.15181,1161.881777,190.2272888,6636.775622,21041.51809,506.6930613,9878.138118,495.729704,1136.400276,178.7901891,4300.957674,1148.442111,3703.478958,3607.563031,132.1826032,13.23544406,3040037.596,5.100626602,0.073300541,92.93468028,539.0457158,211.5738333,0.003986617,1892.656604,4019.409973,7.137872776,401940.9973
Dash,09-07-2021,463.1435929,12103.13789,169.6729301,0.256254276,10689.04092,47.531101,126.0872245,0.404736934,663.1935832,0.003834062,158.0320532,115.3742234,94994.17505,818.3186954,2751.916717,791.5310863,8.197962885,34.97694904,0.059286562,106.438674,91.41260729,979.4392552,38056.79524,1835615.64,413.7035313,9421.445455,13847.27725,144522.532,37.95868501,25082.24749,0.953854351,207464.4854,2520.040042,527.2337291,51812.40759,1108.303551,181.4552769,6330.731861,20071.22382,483.3277618,9422.624371,472.8699614,1083.997086,170.5455798,4102.626235,1095.483632,3532.699246,3441.206321,126.0872245,12.62511378,2899851.368,4.865419774,0.069920409,88.64915359,514.188528,201.8174613,0.003802781,1805.379923,3834.061633,6.808721762,383406.1633
Swipe,09-07-2021,7.145440228,186.7288023,2.617736268,0.003953859,164.9119284,0.733316074,1.945290272,0.006244247,10.23183777,5.92E-05,2.438139289,1.780008684,1465.582619,12.6251284,42.45693284,12.21184564,0.126479249,0.539608826,0.00091481,1.642149853,1.410325721,15.11091757,587.1452394,28320.11937,6.38267246,145.3552989,213.6376136,2229.71262,0.585631582,386.9722111,0.014716689,3200.78935,38.87950901,8.134231274,799.3686347,17.09905286,2.799515863,97.6713633,309.6614794,7.456844241,145.3734873,7.29549992,16.72404953,2.631199622,63.29585683,16.90126547,54.50294832,53.09138345,1.945290272,0.194781915,44739.28808,0.075064336,0.001078741,1.367690794,7.933114344,3.113654776,5.87E-05,27.85363876,59.15240684,0.105047313,5915.240684
NEO,09-07-2021,125.1975559,3271.735388,45.86619889,0.069270977,2889.474925,12.84866673,34.08405637,0.109408995,179.2753197,0.001036428,42.71942247,31.18810452,25678.94433,221.2089343,743.9015723,213.9676742,2.216083591,9.455012655,0.016026418,28.77263561,24.71077045,264.7632457,10287.56054,496205.9179,111.8328565,2546.816931,3743.213323,39067.51178,10.26103925,6780.264543,0.257847102,56082.05942,681.2203791,142.5224817,14005.99489,299.5980034,49.05121763,1711.331363,5425.678353,130.6537657,2547.135617,127.8268,293.0274494,46.10209465,1109.02706,296.132507,954.963683,930.231201,34.08405637,3.412836564,783891.4524,1.315226365,0.018900973,23.96375019,138.9960866,54.55554881,0.001027972,488.0325611,1036.428341,1.840542191,103642.8341
NEM,09-07-2021,0.452545971,11.82619466,0.165790485,0.000250391,10.44445497,0.046443497,0.123202105,0.000395476,0.64801843,3.75E-06,0.154415974,0.112734238,92.82052435,0.799593979,2.688947533,0.773419322,0.008010378,0.034176609,5.79E-05,0.104003151,0.08932091,0.957027788,37.18598207,1793.613199,0.404237193,9.205864537,13.53042473,141.2155766,0.037090117,24.50831709,0.000932028,202.7172962,2.462376645,0.5151696,50.62683936,1.082943419,0.177303229,6.185872456,19.61195535,0.472268287,9.207016477,0.462049781,1.059193133,0.166643167,4.008750202,1.070416845,3.451864246,3.362464856,0.123202105,0.012336227,2833.497153,0.00475409,6.83E-05,0.086620689,0.502422899,0.197199487,3.72E-06,1.764069334,3.746330878,0.006652925,374.6330878
Cosmos,09-07-2021,44.19969407,1155.052127,16.19258416,0.024455397,1020.099049,4.536088064,12.03302136,0.038625707,63.29128577,0.0003659,15.08164749,11.0106357,9065.684035,78.09551195,262.6267078,75.53906047,0.782365247,3.337993813,0.00565796,10.15787955,8.723880324,93.4719083,3631.916177,175180.3349,39.48142607,899.1272108,1321.502505,13792.37843,3.622553115,2393.70183,0.091030236,19799.18739,240.4977649,50.31607883,4944.670724,105.769957,17.31702187,604.1677265,1915.479273,46.12595217,899.2397195,45.12792134,103.4502913,16.2758647,391.5304612,104.5464995,337.1399893,328.4084439,12.03302136,1.204866429,276744.7187,0.464326979,0.006672792,8.460152594,49.07112176,19.26026871,0.000362915,172.2948164,365.9002388,0.649784265,36590.02388
Filecoin,09-07-2021,198.6248526,5190.580236,72.76633262,0.109897813,4584.127277,20.38429998,54.07406418,0.173576435,284.4187628,0.001644285,67.77399871,49.47966132,40739.42575,350.946084,1180.193488,339.4578868,3.51579768,15.00029678,0.025425775,45.64754054,39.20342616,420.0446269,16321.12688,787226.4486,177.4218713,4040.503298,5938.575951,61980.27361,16.2790511,10756.83176,0.409072225,88973.70805,1080.75031,226.1106994,22220.39121,475.3096723,77.81933762,2715.012583,8607.792344,207.2810828,4041.00889,202.7961259,464.8855446,73.14057921,1759.461954,469.8116918,1515.041723,1475.803852,54.07406418,5.414436047,1243637.091,2.086595389,0.029986232,38.0182849,220.5161037,86.551912,0.001630869,774.259488,1644.284706,2.920004458,164428.4706
XRP,09-07-2021,2.294872342,59.97093954,0.840727845,0.001269738,52.96410176,0.235516179,0.624761065,0.002005468,3.286118247,1.90E-05,0.783047404,0.571678241,470.6952841,4.054761785,13.63572261,3.922029423,0.040620832,0.173310468,0.000293764,0.527402674,0.452948648,4.853112712,188.5710786,9095.459006,2.049897281,46.6831776,68.61313439,716.1078478,0.188084943,124.282311,0.00472634,1027.984661,12.48677577,2.612438392,256.7300142,5.491634139,0.899109267,31.36871951,99.45273376,2.394884718,46.68901912,2.343066411,5.371195824,0.845051816,20.32847614,5.428111557,17.50449303,17.05114641,0.624761065,0.062557325,14368.73748,0.024108111,0.000346455,0.43925576,2.547799538,1,1.88E-05,8.945641303,18.99774095,0.033737155,1899.774095
TRON,09-07-2021,0.225387617,5.889960368,0.082570887,0.000124705,5.201793779,0.023130886,0.061360018,0.000196964,0.322741421,1.87E-06,0.076905885,0.056146564,46.22866658,0.398232651,1.339213066,0.385196531,0.003989517,0.017021441,2.89E-05,0.051798102,0.044485706,0.476641549,18.52023977,893.2975452,0.20132774,4.584921764,6.73874122,70.33151181,0.018472495,12.20621007,0.000464191,100.9620486,1.226370889,0.256576914,25.2143725,0.539353021,0.088304735,3.080834085,9.767608525,0.23521019,4.58549548,0.230120929,0.527524344,0.08299556,1.996532316,0.533114241,1.719178839,1.674654047,0.061360018,0.006143979,1411.205076,0.002367744,3.40E-05,0.043140878,0.250228501,0.098213939,1.85E-06,0.878583413,1.865836056,0.003313447,186.5836056
Cardano,09-07-2021,4.947156393,129.2819698,1.812393681,0.002737229,114.177024,0.507712497,1.346824674,0.004323275,7.084028421,4.10E-05,1.688049439,1.232391716,1014.698352,8.741026817,29.39512192,8.454889875,0.0875681,0.373612935,0.000633281,1.136944945,0.976441155,10.46206673,406.5108981,19607.47765,4.41905297,100.6369619,147.9123262,1543.744918,0.405462915,267.920798,0.010188777,2216.071367,26.91828711,5.631747375,553.4440881,11.83855521,1.938249059,67.6229167,214.3945955,5.162757434,100.6495547,5.051050448,11.57892109,1.821715054,43.82298259,11.70161682,37.73519904,36.75789995,1.346824674,0.134857555,30975.31404,0.051970907,0.000746868,0.946922798,5.492402578,2.155751605,4.06E-05,19.2845091,40.9542587,0.072728657,4095.42587
Chainlink,09-07-2021,68.02116123,1777.56857,24.91959279,0.037635657,1569.882402,6.98081704,18.51822967,0.059443068,97.40218443,0.000563103,23.20991575,16.94482829,13951.64307,120.1851624,404.1696217,116.2509089,1.204021741,5.137008753,0.008707323,15.63247839,13.42562392,143.8486822,5589.340855,269593.943,60.7599782,1383.712676,2033.727537,21225.7939,5.574931561,3683.789707,0.140091068,30469.97827,370.114264,77.43397737,7609.605713,162.7747759,26.65004728,929.7844973,2947.82865,70.98557796,1383.885822,69.44965747,159.2049241,25.04775745,602.5461756,160.8919349,518.8419071,505.4044871,18.51822967,1.854230337,425896.5481,0.714576447,0.010269099,13.01975988,75.5180495,29.64060884,0.000558508,265.1532716,563.1025206,1,56310.25206
Tether,09-07-2021,3.683026593,96.23807043,1.349595823,0.002054711,85.00176311,0.377954411,1.002675213,0.003262281,5.273771821,3.07E-05,1.257901175,0.917395681,755.4159487,6.5074624,21.88341961,6.294986499,0.066347845,0.279732764,0.000473905,0.846484484,0.727330573,7.788672766,302.5752937,14597.24655,3.289867615,74.92154633,110.0721809,1150.028791,0.301907512,199.4599211,0.007680886,1649.806299,20.05374791,4.192686403,412.0244302,8.809965653,1.443840275,50.35848624,159.6110844,3.844575618,74.95147619,3.761094885,8.620863113,1.356552384,32.61702468,8.713347869,28.08944476,27.36528063,1.002675213,0.100397869,23060.29894,0.038681224,0.000556064,0.704958883,4.117927129,1.625454067,3.05E-05,14.36321715,30.68813017,0.05484119,3068.813017
Uniswap,09-07-2021,75.04221703,1961.046886,27.49176074,0.041520361,1731.923622,7.701367895,20.42965725,0.065578705,107.4559112,0.000621225,25.60561307,18.69385143,15391.71352,132.5905185,445.8874844,128.2501766,1.3282993,5.667244115,0.009606081,17.24604248,14.81139936,158.6965561,6166.265348,297421.0792,67.03154412,1526.537699,2243.646249,23416.69274,6.150368746,4064.02569,0.154551086,33615.0498,408.316977,85.42661181,8395.059318,179.5761765,29.4008305,1025.755644,3252.099689,78.31261699,1526.728716,76.61816079,175.6378493,27.6331544,664.7402082,177.4989911,572.396094,557.5716809,20.42965725,2.045621581,469857.0358,0.788334098,0.011329062,14.36364256,83.31292434,32.70007394,0.000616157,292.5220474,621.2252304,1.103203378,62122.52304
Stellar,09-07-2021,0.900710606,23.53789372,0.329975865,0.000498357,20.78779168,0.092437351,0.245211425,0.000787123,1.289763053,7.46E-06,0.307336965,0.224377036,184.7424045,1.591446669,5.351861955,1.539350766,0.015943203,0.068022336,0.000115299,0.206999393,0.177777057,1.904790088,74.01194713,3569.861488,0.804560754,18.32260227,26.92985432,281.063971,0.073821145,48.7793563,0.001855033,403.4719798,4.900913731,1.025351573,100.7635337,2.155402295,0.352889892,12.31185624,39.03403708,0.939964296,18.324895,0.919626215,2.108131662,0.331672973,7.97868959,2.130470423,6.870309183,6.692375926,0.245211425,0.02455302,5639.561733,0.009462152,0.00013598,0.172402758,1,0.392489782,7.40E-06,3.511059788,7.456391561,0.01324144,745.6391561
Status,09-07-2021,0.237779285,6.213786644,0.087110582,0.000131561,5.487785094,0.024402607,0.064733552,0.000207773,0.340485539,1.97E-06,0.081134122,0.059233466,48.77028927,0.420127229,1.412842148,0.406374391,0.004208641,0.017956666,3.04E-05,0.054645929,0.046931502,0.502846999,19.53847077,942.4104763,0.212396612,4.836997847,7.109232928,74.19829361,0.019488101,12.87729974,0.000489708,106.5128779,1.29379598,0.270683349,26.60064267,0.569006307,0.093159674,3.250216385,10.30462543,0.248141897,4.837603106,0.242772831,0.556527297,0.087558603,2.106300394,0.562424524,1.813698198,1.766725461,0.064733552,0.006481771,1488.792234,0.002497921,3.59E-05,0.045512737,0.263887914,0.103604433,1.95E-06,0.92688737,1.968403463,0.003495586,196.8403463
Bitcoin,10-07-2021,124783.3709,3260017.133,45336.39541,67.08667368,2878643.319,12805.37877,33971.29775,106.722789,178668.6434,1,42274.22263,31046.67476,25435999.88,220096.641,736317.6873,212720.1134,2159.279451,8042.007945,15.75075038,28600.77529,24427.12959,263867.1294,10171176.4,492150683.3,111456.4308,2530544.051,3740732.929,38907667.03,10224.00177,6765630.171,251.4226415,55904675.9,675320.5237,142356.7232,13928232.08,294450.5036,48544.50889,1697935.399,5415024.861,130072.702,2528011.49,127419.9173,291050.5542,45896.92182,1104460.463,294215.2184,950204.3751,928336.5072,33971.29775,3401.546044,780042070.3,1301.584115,18.78374966,23857.77064,136623.9422,52912.33459,1.007609365,482660.8013,999666.5076,1814.587477,99966650.76
Ethereum,10-07-2021,7921.553171,206953.8503,2878.065116,4.258825906,182743.309,812.916722,2156.580957,6.77502332,11342.32188,0.063461272,2683.670909,1970.918746,1614739.401,13972.27236,46743.24527,13503.99237,137.0763336,510.5263072,1,1815.647073,1550.69385,16750.92988,645691.1214,31242927.47,7075.526462,160645.1173,237470.8632,2469953.736,649.0446048,429498.7285,15.96092339,3548965.375,42870.99633,9037.1525,884198.1924,18692.43717,3081.723995,107789.0864,343759.0045,8257.332826,160484.3442,8088.927576,18476.60008,2913.648702,70113.84784,18677.50069,60321.29463,58933.06896,2156.580957,215.9384512,49518975.89,82.6277388,1.192438309,1514.549553,8673.221561,3359.004239,0.063965504,30640.48658,63461.27161,115.1944452,6346127.161
Dogecoin,10-07-2021,0.804335582,21.01359949,0.292231855,0.000432431,18.55531897,0.082541622,0.218974078,0.00068792,1.151672264,6.44E-06,0.272493532,0.20012238,163.9567807,1.418711152,4.746197441,1.371163121,0.013918403,0.051837621,0.000101527,0.184356466,0.157453748,1.700849397,65.56193372,3172.332207,0.718432051,16.31152138,24.11222406,250.7932009,0.065902438,43.61027469,0.001620634,360.3534647,4.353018536,0.917610872,89.77937184,1.897985409,0.312910891,10.94464629,34.90446798,0.838429846,16.29519686,0.821330379,1.876069826,0.295844928,7.119192587,1.896468794,6.124880132,5.983923014,0.218974078,0.021925874,5028.038497,0.008389823,0.000121077,0.153783743,0.880658194,0.341065265,6.49E-06,3.111161798,6.443705892,0.011696569,644.3705892
Binance Coin,10-07-2021,1169.219072,30546.33146,424.8016206,0.628601534,26972.86222,119.9862849,318.3107569,1,1674.123595,0.009366866,396.109089,290.9070655,238335.092,2062.303563,6899.290163,1993.185565,20.2324292,75.35354272,0.147584391,267.9890094,228.8819864,2472.432649,95303.83217,4611447.513,1044.345762,23711.17518,35050.63418,364564.493,95.7988054,63393.89436,2.355827909,523826.3146,6327.747283,1333.881227,130507.4103,2758.998593,454.8616153,15909.63955,50738.73465,1218.780057,23687.44512,1193.923488,2727.141097,430.0537481,10348.78468,2756.793972,8903.406519,8698.504792,318.3107569,31.87245609,7308987.241,12.19583155,0.176003567,223.5470981,1280.16512,495.7881032,0.009441291,4522.527403,9366.86626,17.00266848,936686.626
Nano,10-07-2021,16.42125232,429.0120032,5.966182698,0.008846579,378.8239406,1.685163291,4.470557639,0.014044788,23.51245085,0.000131548,5.563206632,4.085682862,3347.328808,28.96429589,96.89799567,27.993559,0.284145897,1.055386865,0.002072165,3.763807182,3.214563412,34.72440823,1338.50731,64766.08616,14.66745256,333.0147444,492.2732802,5120.17437,1.345459027,890.3439565,0.03311168,7356.948144,88.8708859,18.73387179,1832.928632,38.74912163,6.388364279,223.4450425,712.6068877,17.11731815,332.6814644,16.76821677,38.30169481,6.039946899,145.3448745,38.71815855,125.0450736,122.1673041,4.470557639,0.447636936,102652.0406,0.171285974,0.002471905,3.139636866,17.94335894,6.954642395,0.000132554,63.51723589,131.5482443,0.238690714,13154.82443
Litecoin,10-07-2021,496.3063635,12966.20885,180.3184301,0.266826764,11449.35408,50.93139355,135.1155296,0.424473221,710.6266166,0.003976017,168.1391162,123.4832986,101167.7158,875.400005,2928.58857,846.0610189,8.588196683,31.98583024,0.062646149,113.7551156,97.15509182,1049.490285,40454.26515,1957452.457,443.3005412,10064.84363,14878.18083,154749.1673,40.6643698,26909.23704,1,222352.1147,2685.981881,566.201627,55397.36715,1171.130878,193.0782002,6753.272791,21537.41542,517.3438514,10054.77077,506.7928148,1157.60811,182.5478363,4392.818946,1170.195068,3779.289456,3692.313428,135.1155296,13.52911798,3102495.473,5.176847479,0.07470943,94.89055554,543.4003862,210.4505446,0.004007609,1919.707934,3976.017361,7.217238207,397601.7361
Dash,10-07-2021,473.3489657,12366.43735,171.9775297,0.255006074,10919.74698,48.57548529,128.8655575,0.404846472,677.755513,0.003791929,160.3615884,117.7713928,96488.05085,834.9070603,2793.122299,806.9251932,8.190615673,30.42193562,0.059730968,108.4932015,92.66103683,1000.944532,38582.99224,1866907.548,422.7950075,9599.279139,14189.96819,147591.0116,38.78337818,25664.50979,0.954457024,212066.883,2561.737747,540.0111186,52834.87856,1116.958456,184.1470775,6440.889995,20541.16986,493.413333,9589.672211,483.3503505,1104.061205,174.1038114,4189.622366,1116.065934,3604.472735,3521.519914,128.8655575,12.90330827,2958984.875,4.937384608,0.071253633,90.50125009,517.2242793,200.4702638,0.003820912,1830.908954,3791.929151,6.8803524,379192.9151
Swipe,10-07-2021,7.247091057,189.3332488,2.633018994,0.003896083,167.1840575,0.743702829,1.972963916,0.006198098,10.37660642,5.81E-05,2.455176027,1.80310948,1477.256192,12.78263592,42.763401,12.35422653,0.125395999,0.466867737,0.000914469,1.661058051,1.41866365,15.32471114,590.7152614,28582.8215,6.473097313,146.9673646,217.2519621,2259.655303,0.59378322,392.930064,0.014599641,3246.79702,39.22084564,8.267705291,808.9152057,17.10091334,2.819337815,98.61163679,314.4904483,7.554281539,146.8202801,7.40021476,16.90345319,2.665572899,64.14416631,17.08724859,55.18537911,53.91535067,1.972963916,0.197552877,45302.79853,0.075592593,0.001090911,1.385596775,7.918921946,3.070662977,5.85E-05,28.03167403,58.05345877,0.105336266,5805.345877
NEO,10-07-2021,127.9804539,3343.542249,46.49796221,0.068946582,2952.39723,13.13346623,34.84167863,0.109459276,183.2463246,0.001025233,43.3573333,31.84212367,26087.69732,225.7357516,755.1829317,218.1702296,2.214515691,8.225249049,0.0161496,29.33355765,25.0529787,270.6276867,10431.77279,504760.1087,114.3120634,2595.379288,3836.574496,39904.52295,10.4859516,6938.972831,0.258058752,57337.01332,692.6229557,146.0040543,14285.08824,301.9946395,49.78827097,1741.438315,5553.763573,133.4053033,2592.781841,130.6845514,298.5075798,47.07284991,1132.757883,301.7533261,974.5496245,952.1214785,34.84167863,3.488697281,800027.58,1.334932088,0.019265009,24.46903217,139.8431239,54.20160857,0.001033069,495.0270857,1025.232649,1.860256781,102523.2649
NEM,10-07-2021,0.458735475,11.98465387,0.166668145,0.000246619,10.58262653,0.047075836,0.124887149,0.000392335,0.656831471,3.67E-06,0.155410817,0.114135489,93.5092185,0.809131349,2.706891486,0.782013353,0.007937474,0.029552381,5.79E-05,0.10514374,0.089800354,0.97004282,37.39183681,1809.271348,0.409742247,9.302924896,13.75188766,143.0345005,0.037586036,24.87218088,0.000924146,205.5198372,2.482650366,0.523339597,51.20373104,1.082475099,0.178461987,6.242043285,19.90701153,0.478180404,9.293614559,0.468428092,1.069976018,0.168728782,4.060278032,1.08161013,3.493193464,3.412801608,0.124887149,0.01250495,2867.633461,0.004784955,6.91E-05,0.087707246,0.501261871,0.194370683,3.70E-06,1.774384122,3.674740774,0.006667707,367.4740774
Cosmos,10-07-2021,48.90942411,1277.778917,17.76981159,0.026348849,1128.297672,5.019127924,13.31520857,0.041831311,70.03000794,0.000391806,16.56957869,12.16888895,9969.758766,86.26790479,288.6031511,83.3766404,0.846306477,3.143387774,0.006171783,11.21020724,9.574327351,103.4239518,3986.640021,192900.7553,43.68586779,991.8585411,1466.197715,15250.04152,4.00734517,2651.820295,0.098620567,21912.09841,264.6950284,55.7973815,5459.235513,115.411248,19.02724663,665.5136976,2122.444246,50.98260208,990.8658923,49.94283076,114.078622,17.98951253,432.8984153,115.3190268,372.4370358,363.865823,13.31520857,1.333251834,305741.1269,0.510161964,0.007362378,9.351164455,53.44290041,20.713862,0.000394801,189.1811518,391.8062244,0.710921747,39180.62244
Filecoin,10-07-2021,203.7667282,5323.489983,74.03269277,0.10953585,4700.720348,20.91072005,55.47389965,0.1742616,291.7594278,0.001632307,69.03227546,50.69809615,41536.06716,359.4098484,1202.380133,347.3642458,3.525824045,13.12716949,0.025712769,46.70403085,39.88861849,430.8854718,16609.16292,803664.2526,182.0043173,4132.286843,6108.481479,63534.812,16.69542484,11048.02919,0.410532056,91290.3123,1102.773972,232.4633765,22744.29885,480.8270149,79.27142596,2772.667051,8842.539603,212.4040144,4128.151263,208.072113,475.2750206,74.94801212,1803.54396,480.4428027,1551.649352,1515.939915,55.47389965,5.554601571,1273780.467,2.12543975,0.030673183,38.95887593,222.7069343,86.34496137,0.00164494,788.1676188,1632.307048,2.962013979,163230.7048
XRP,10-07-2021,2.360028052,61.65670817,0.857447304,0.001271412,54.44378473,0.242188145,0.642499197,0.002018488,3.379160279,1.89E-05,0.799532426,0.587185799,481.071098,4.16268805,13.92597735,4.023175774,0.040836854,0.151677994,0.000297807,0.540926499,0.461990333,4.990519353,192.3674722,9308.046497,2.107975617,47.86018284,70.74848663,735.8607557,0.193366558,127.958372,0.004758741,1057.325206,12.77233792,2.692392887,263.4246709,5.568942748,0.918122358,32.11305436,102.4143721,2.460065177,47.81228452,2.409893057,5.504639501,0.868048541,20.88866149,5.564492799,17.97121655,17.55762954,0.642499197,0.064333445,14752.93666,0.024616862,0.000355257,0.451222046,2.578782033,1,1.91E-05,9.128564346,18.90583864,0.03430413,1890.583864
TRON,10-07-2021,0.229872103,6.005503678,0.083517319,0.000123585,5.302948522,0.023589676,0.062580884,0.000196601,0.329137901,1.84E-06,0.077876278,0.057193233,46.85741964,0.405455288,1.356421883,0.391866475,0.003977758,0.014814741,2.90E-05,0.052687472,0.04499891,0.486087941,18.73702953,906.6249097,0.205321622,4.661690716,6.891063589,71.67451209,0.018834343,12.46343661,0.000463163,102.9858811,1.244054777,0.262245194,25.65816238,0.542427696,0.089427207,3.127884569,9.975392887,0.239615946,4.657025311,0.234729068,0.536164413,0.084549903,2.034603224,0.541994261,1.750437386,1.71015307,0.062580884,0.006266224,1436.969602,0.002397738,3.46E-05,0.043950054,0.25168444,0.097473482,1.86E-06,0.88914294,1.841555011,0.003342777,184.1555011
