data.name,date,eur,inr,usd,btc,eth,ltc,xrp
Nano,16-07-2021,3.360456594,295.8829308,3.968943217,0.000124954,0.002078378,0.031641782,6.656858687
Litecoin,16-07-2021,106.2820975,9357.971938,125.5268736,0.003950146,0.065705436,1,210.4063723
Dash,16-07-2021,103.3842283,9102.819098,122.1042796,0.003842442,0.063913923,0.972802597,204.6694686
Swipe,16-07-2021,1.46004194,128.5574389,1.724456269,5.43E-05,0.000903204,0.013750889,2.892822474
NEO,16-07-2021,26.40365813,2324.800673,31.18463723,0.000981335,0.016323199,0.248447443,52.2712484
NEM,16-07-2021,0.102962537,9.065689834,0.121606231,3.83E-06,6.37E-05,0.000969487,0.203962479
Cosmos,16-07-2021,9.600486886,845.3277756,11.33913988,0.000357093,0.005935,0.090306178,19.01475864
Filecoin,16-07-2021,39.86641871,3510.175619,47.08513491,0.001482384,0.024656619,0.375378908,78.97293367
XRP,16-07-2021,0.505240337,44.48561896,0.59672552,1.88E-05,0.000312348,0.004754101,1
TRON,16-07-2021,0.048915121,4.306899618,0.057772309,1.82E-06,3.02E-05,0.000460271,0.096837128
Cardano,16-07-2021,1.037806872,91.37726686,1.225725264,3.86E-05,0.00064159,0.009765331,2.054543373
Chainlink,16-07-2021,13.25112398,1166.740677,15.6505395,0.000492499,0.008192075,0.124687566,26.23321322
Tether,16-07-2021,0.849025887,74.77774173,1.00306094,3.15E-05,0.000519537,0.007970454,1.664009204
Uniswap,16-07-2021,14.36970707,1265.230162,16.97166733,0.000534073,0.008883602,0.135212968,28.44766903
Stellar,16-07-2021,0.203048742,17.87812315,0.239815306,7.55E-06,0.000125528,0.001910604,0.401975028
Status,16-07-2021,0.054264919,4.777940982,0.064090809,2.02E-06,3.36E-05,0.000510954,0.107495481
Bitcoin,17-07-2021,26597.70418,2343418.912,31399.65313,1,16.75830994,258.4823247,53181.65427
Ethereum,17-07-2021,1587.578805,139875.313,1874.20025,0.059680923,1,15.45577479,3171.619111
Dogecoin,17-07-2021,0.148096273,13.0481791,0.174833571,5.56E-06,9.33E-05,0.001439232,0.296115964
Binance Coin,17-07-2021,256.148775,22568.25927,302.3938695,0.00961931,0.161390642,2.489309995,512.1650916
Nano,17-07-2021,3.185051253,280.6223159,3.760080339,0.000119661,0.002005644,0.030984333,6.359724818
Litecoin,17-07-2021,102.7056343,9048.988747,121.2481073,0.003860953,0.064696234,1,205.1823515
Dash,17-07-2021,97.15450984,8559.901045,114.694783,0.003648502,0.061213757,0.944168842,194.2587796
Swipe,17-07-2021,1.404003755,123.7012386,1.657482563,5.27E-05,0.000884109,0.013658216,2.803432916
NEO,17-07-2021,25.15440675,2216.255663,29.69578281,0.000944639,0.015848937,0.244456044,50.29580576
NEM,17-07-2021,0.118167297,10.41125495,0.139501219,4.44E-06,7.44E-05,0.001149537,0.235949576
Cosmos,17-07-2021,9.509598983,837.8532959,11.22646178,0.00035712,0.005991675,0.092416369,19.01428041
Filecoin,17-07-2021,38.85073888,3422.98552,45.86485046,0.001459605,0.024464515,0.377941868,77.5748924
XRP,17-07-2021,0.500933938,44.13531544,0.59137254,1.88E-05,0.000315621,0.004868186,1
TRON,17-07-2021,0.047262647,4.164125604,0.055795444,1.77E-06,2.98E-05,0.000459309,0.094500854
Cardano,17-07-2021,0.992404249,87.43682802,1.171572891,3.73E-05,0.00062528,0.009644402,1.984295311
Chainlink,17-07-2021,12.91649865,1138.021802,15.24844305,0.000485562,0.008136348,0.12574777,25.80420817
Tether,17-07-2021,0.846731917,74.61014003,0.999707096,3.16E-05,0.000531882,0.00815728,1.691449958
Uniswap,17-07-2021,13.87440897,1222.419505,16.37929447,0.000521034,0.008741794,0.13483455,27.74164327
Stellar,17-07-2021,0.200923369,17.70256633,0.23719807,7.55E-06,0.000126565,0.001956077,0.401398906
Status,17-07-2021,0.050009909,4.406176037,0.059038697,1.88E-06,3.15E-05,0.000486007,0.099993957
Bitcoin,18-07-2021,26757.81584,2357494.132,31588.67135,1,16.60867836,262.814132,53914.17726
Ethereum,18-07-2021,1609.299798,141787.1643,1899.84275,0.060225393,1,15.82445238,3246.443565
Dogecoin,18-07-2021,0.15558577,13.70786551,0.183675222,5.82E-06,9.66E-05,0.001528157,0.313488921
Binance Coin,18-07-2021,254.9039293,22458.27989,300.9242793,0.009529253,0.158219841,2.503655579,513.6045374
Nano,18-07-2021,3.188343779,280.9086434,3.763967298,0.000119085,0.001977315,0.031287983,6.418617244
Litecoin,18-07-2021,101.8103809,8969.991306,120.1912249,0.003806049,0.063194092,1,205.1371814
Dash,18-07-2021,98.70835951,8696.688088,116.5291647,0.003693998,0.061342028,0.970612024,199.1245626
Swipe,18-07-2021,1.420404336,125.1445524,1.676844105,5.32E-05,0.000882514,0.013964918,2.865035182
NEO,18-07-2021,25.07300028,2209.05366,29.59967922,0.000937322,0.015562907,0.246265945,50.51945157
NEM,18-07-2021,0.133736356,11.78282552,0.157881115,5.00E-06,8.29E-05,0.001312387,0.26923147
Cosmos,18-07-2021,9.387494841,827.0840987,11.08231296,0.000350939,0.005826854,0.092203576,18.91481217
Filecoin,18-07-2021,38.64572759,3404.87716,45.62282644,0.001446217,0.024011049,0.379951265,77.95059926
XRP,18-07-2021,0.495759746,43.67885249,0.5852642,1.86E-05,0.000308088,0.004874869,1
TRON,18-07-2021,0.047595092,4.193359786,0.056187908,1.78E-06,2.95E-05,0.000467062,0.095816103
Cardano,18-07-2021,0.996110627,87.76220648,1.175948419,3.72E-05,0.000617758,0.009775073,2.005321036
Chainlink,18-07-2021,13.04284338,1149.13814,15.39759805,0.00048715,0.008088778,0.127992553,26.25721228
Tether,18-07-2021,0.848573705,74.76348376,1.001775184,3.16E-05,0.000525844,0.008298001,1.708653417
Uniswap,18-07-2021,13.65367934,1202.955768,16.11871432,0.000510425,0.008474891,0.134105859,27.51072406
Stellar,18-07-2021,0.198181647,17.46077002,0.233961357,7.41E-06,0.000123012,0.001946532,0.399315119
Status,18-07-2021,0.051352752,4.524427971,0.060623976,1.92E-06,3.19E-05,0.000504385,0.103470379
Bitcoin,19-07-2021,27019.06473,2381072.994,31919.39392,1,16.74827547,266.0396571,54117.82156
Ethereum,19-07-2021,1613.152918,142160.1705,1905.723383,0.059883194,1,15.88369744,3231.063792
Dogecoin,19-07-2021,0.155997067,13.747345,0.184289571,5.79E-06,9.67E-05,0.001536005,0.312454245
Binance Coin,19-07-2021,257.5917917,22697.17617,304.2662317,0.009561678,0.159644371,2.537308928,516.6834186
Nano,19-07-2021,3.224590019,284.128183,3.808870799,0.000119702,0.001998136,0.031749719,6.460151429
Litecoin,19-07-2021,101.5596531,8950.011765,119.9790816,0.003770081,0.062953661,1,203.418854
Dash,19-07-2021,98.77495892,8704.608747,116.6893397,0.003666708,0.061227516,0.972574605,197.8412523
Swipe,19-07-2021,1.465476704,129.1461063,1.731263783,5.44E-05,0.000908088,0.014430834,2.935420715
NEO,19-07-2021,25.28691317,2228.425989,29.87308963,0.000938697,0.015674569,0.248984255,50.6484095
NEM,19-07-2021,0.122804234,10.82220452,0.145076699,4.56E-06,7.61E-05,0.001209277,0.245982819
Cosmos,19-07-2021,9.356767623,824.4525251,11.05217059,0.000347318,0.005798924,0.092165243,18.76801528
Filecoin,19-07-2021,39.92174513,3518.130259,47.16217684,0.001481893,0.024737652,0.393117179,79.96518626
XRP,19-07-2021,0.499248985,43.99664782,0.589795582,1.85E-05,0.000309469,0.004915789,1
TRON,19-07-2021,0.047724595,4.205761604,0.056380196,1.77E-06,2.96E-05,0.000469914,0.095589953
Cardano,19-07-2021,1.007459523,88.77024431,1.190006524,3.74E-05,0.00062438,0.009923593,2.020785007
Chainlink,19-07-2021,13.20891425,1164.044326,15.60455705,0.000490339,0.008187794,0.130059832,26.45678788
Tether,19-07-2021,0.848990566,74.79170307,1.00261766,3.17E-05,0.000529895,0.008483439,1.717357966
Uniswap,19-07-2021,13.92685144,1227.313017,16.45270337,0.00051699,0.008632821,0.137128906,27.89477981
Stellar,19-07-2021,0.197205834,17.37889492,0.232972191,7.32E-06,0.000122242,0.001941761,0.394993323
Status,19-07-2021,0.050549031,4.454666885,0.059716887,1.88E-06,3.13E-05,0.000497724,0.101247155
Bitcoin,20-07-2021,26226.56699,2319419.252,30928.21191,1,16.91530815,271.4235101,55087.71689
Ethereum,20-07-2021,1547.507276,136858.1015,1824.929392,0.058975974,1,16.01543415,3250.468989
Dogecoin,20-07-2021,0.146605641,12.96547683,0.172887681,5.59E-06,9.46E-05,0.001517248,0.307938514
Binance Coin,20-07-2021,239.3319308,21165.98364,282.2370414,0.009121013,0.154361543,2.476889666,502.7058879
Nano,20-07-2021,2.999910173,265.296689,3.537584032,0.000114177,0.001930541,0.030952529,6.255974586
Litecoin,20-07-2021,96.38891539,8524.421289,113.6685866,0.003673411,0.062167809,1,202.460554
Dash,20-07-2021,117.5901607,10399.41227,138.6705858,0.004481397,0.075841943,1.216961952,246.9928101
Swipe,20-07-2021,1.335771415,118.1287816,1.575181708,5.08E-05,0.000859613,0.013782247,2.78560075
NEO,20-07-2021,23.61389769,2088.36059,27.84716856,0.000899933,0.015230219,0.244384521,49.59992328
NEM,20-07-2021,0.112658201,9.963240688,0.132854472,4.29E-06,7.25E-05,0.001163207,0.23504454
Cosmos,20-07-2021,8.494785773,751.2599596,10.01764869,0.000323739,0.005478869,0.087914082,17.84291302
Filecoin,20-07-2021,38.26047024,3383.670889,45.11943678,0.00145637,0.024628933,0.39504322,79.82476696
XRP,20-07-2021,0.474987247,42.00681568,0.560138361,1.81E-05,0.000306352,0.004915729,1
TRON,20-07-2021,0.045551324,4.028457768,0.053717324,1.74E-06,2.94E-05,0.000471419,0.095678494
Cardano,20-07-2021,0.956514794,84.59204088,1.127989502,3.65E-05,0.000616922,0.009899146,2.00911603
Chainlink,20-07-2021,12.38963053,1095.711367,14.61072349,0.000472173,0.007990921,0.128222539,26.02385813
Tether,20-07-2021,0.849495364,75.13737986,1.001920542,3.24E-05,0.00054858,0.008792228,1.778590329
Uniswap,20-07-2021,13.36360259,1181.84729,15.75929984,0.000509291,0.008619102,0.138302353,28.06964238
Stellar,20-07-2021,0.181133965,16.01908495,0.213605907,6.90E-06,0.000116826,0.001874588,0.380463694
Status,20-07-2021,0.047490052,4.199776939,0.056001693,1.81E-06,3.06E-05,0.000489994,0.099035152
Bitcoin,21-07-2021,25444.5578,2233717.572,29971.90378,1,16.69515715,277.3530456,56277.88291
Ethereum,21-07-2021,1523.837304,133774.0742,1794.973425,0.060080008,1,16.61548741,3371.907771
Dogecoin,21-07-2021,0.14683938,12.89068205,0.172966487,5.79E-06,9.63E-05,0.001600592,0.324777091
Binance Coin,21-07-2021,226.157863,19853.8641,266.3980944,0.008916347,0.148390909,2.465186174,500.2124947
Nano,21-07-2021,2.761304847,242.4084241,3.252623364,0.000108869,0.001812073,0.030108481,6.110143942
Litecoin,21-07-2021,91.52794763,8035.769907,107.823534,0.003610198,0.060089408,1,202.6472165
Dash,21-07-2021,106.1405044,9317.823937,125.0260669,0.004184624,0.069642885,1.156962223,234.7599406
Swipe,21-07-2021,1.224841735,107.535967,1.442911896,4.83E-05,0.000803797,0.01335544,2.710297526
NEO,21-07-2021,22.08222482,1938.546309,26.01131144,0.000870599,0.014489001,0.240702643,48.84112636
NEM,21-07-2021,0.111399677,9.780424401,0.131233215,4.39E-06,7.31E-05,0.001214681,0.246502271
Cosmos,21-07-2021,8.040910946,705.9582552,9.472510386,0.000317163,0.005278973,0.087724334,17.80295816
Filecoin,21-07-2021,35.26937773,3096.215285,41.5448523,0.001390558,0.023145107,0.384567237,78.04316675
XRP,21-07-2021,0.45193817,39.67458346,0.532351454,1.78E-05,0.000296534,0.004926257,1
TRON,21-07-2021,0.043244869,3.796364823,0.050939422,1.70E-06,2.84E-05,0.000471382,0.095648339
Cardano,21-07-2021,0.89985454,79.00345433,1.060064156,3.55E-05,0.000590767,0.009817189,1.992320624
Chainlink,21-07-2021,11.7792026,1034.068347,13.87507418,0.000464399,0.00772879,0.128396718,26.05305975
Tether,21-07-2021,0.850343766,74.67201018,1.001945068,3.38E-05,0.00056446,0.009354777,1.897347416
Uniswap,21-07-2021,12.4246549,1090.832587,14.63673374,0.000490074,0.008156964,0.135549887,27.50877515
Stellar,21-07-2021,0.181508948,15.93572435,0.213824703,7.16E-06,0.000119163,0.001980217,0.401869419
Status,21-07-2021,0.044350581,3.893432678,0.052241873,1.75E-06,2.91E-05,0.000483434,0.098093936
Bitcoin,22-07-2021,27462.51506,2410663.369,32383.78113,1,16.16179822,273.5549193,56377.98886
Ethereum,22-07-2021,1699.224008,149158.1184,2003.723921,0.06204178,1,16.92602026,3488.348828
Dogecoin,22-07-2021,0.162485734,14.26189339,0.191587942,5.94E-06,9.57E-05,0.001620154,0.333948208
Binance Coin,22-07-2021,249.1887229,21873.82055,293.8431912,0.009098617,0.146653055,2.482252618,511.5769985
Nano,22-07-2021,3.017368139,264.8649924,3.558078682,0.00011017,0.001775733,0.030056093,6.194376114
Litecoin,22-07-2021,100.2860874,8802.431168,118.2479511,0.003665975,0.059055994,1,206.1126128
Dash,22-07-2021,118.4707349,10399.3775,139.7006189,0.004325583,0.069720494,1.180090471,243.2093987
Swipe,22-07-2021,1.302758407,114.3472789,1.536090563,4.76E-05,0.000766139,0.012975873,2.674102295
NEO,22-07-2021,23.7881224,2087.959712,28.0487235,0.000869579,0.014008236,0.237192631,48.89045122
NEM,22-07-2021,0.118498687,10.40183117,0.139733581,4.33E-06,6.97E-05,0.001180405,0.243274263
Cosmos,22-07-2021,8.892075559,780.5476221,10.48553011,0.000324666,0.005233021,0.088574226,18.25460398
Filecoin,22-07-2021,39.44590668,3462.567143,46.51458927,0.001440287,0.023214785,0.392933934,80.98126715
XRP,22-07-2021,0.486559704,42.70690394,0.573705581,1.78E-05,0.000286523,0.004851513,1
TRON,22-07-2021,0.04593092,4.031822547,0.054161714,1.68E-06,2.70E-05,0.000457519,0.094291907
Cardano,22-07-2021,0.997583689,87.56803413,1.176350082,3.64E-05,0.000587082,0.00993696,2.047946518
Chainlink,22-07-2021,12.98557411,1139.875491,15.31258112,0.000474142,0.007642297,0.129353668,26.65899543
Tether,22-07-2021,0.850102969,74.6290911,1.002535481,3.12E-05,0.000505979,0.008516977,1.760976852
Uniswap,22-07-2021,14.22132119,1248.250921,16.76844852,0.000519863,0.008374584,0.141801548,29.22831815
Stellar,22-07-2021,0.194325098,17.057884,0.229148038,7.10E-06,0.000114365,0.001935738,0.398943617
Status,22-07-2021,0.047625063,4.180534611,0.056159445,1.74E-06,2.80E-05,0.000474409,0.09777283
Bitcoin,23-07-2021,27522.8278,2413440.131,32409.49977,1,15.9846193,267.6152367,54456.60744
Ethereum,23-07-2021,1721.823982,150984.4529,2027.533448,0.062629363,1,16.7419691,3406.7972
Dogecoin,23-07-2021,0.162750648,14.27138765,0.191646989,5.92E-06,9.45E-05,0.001582488,0.322018079
Binance Coin,23-07-2021,249.5025441,21878.54595,293.8016654,0.009075367,0.144905284,2.426010978,493.665193
Nano,23-07-2021,3.020503651,264.8639442,3.556793404,0.000109864,0.001754186,0.02936853,5.976856573
Litecoin,23-07-2021,102.8453403,9018.370984,121.1055077,0.003740752,0.059728406,1,203.506408
Dash,23-07-2021,120.5036613,10566.80565,141.8990596,0.004383182,0.069985728,1.171704306,238.4282831
Swipe,23-07-2021,1.323476698,116.0519966,1.558434,4.81E-05,0.000768595,0.012868451,2.618813537
NEO,23-07-2021,24.64417717,2161.015089,29.01974535,0.000896404,0.014312766,0.239624989,48.76091553
NEM,23-07-2021,0.12353205,10.83218247,0.14546274,4.49E-06,7.17E-05,0.001201129,0.244437553
Cosmos,23-07-2021,9.645739598,845.8220649,11.35833852,0.000350841,0.005601855,0.093786078,19.08661892
Filecoin,23-07-2021,38.77648797,3400.202555,45.66049205,0.001410384,0.022519045,0.37703221,76.7285074
XRP,23-07-2021,0.505349208,44.31339932,0.595073848,1.84E-05,0.000293495,0.004913708,1
TRON,23-07-2021,0.047047932,4.125570506,0.055401282,1.71E-06,2.73E-05,0.000457465,0.093088936
Cardano,23-07-2021,1.009037486,88.48115394,1.188191868,3.67E-05,0.000586026,0.009811267,1.996479384
Chainlink,23-07-2021,13.66183918,1197.988491,16.08749569,0.000496934,0.007934479,0.132839414,27.03128539
Tether,23-07-2021,0.850579714,74.57090232,1.001395952,3.11E-05,0.000497934,0.008359912,1.695640021
Uniswap,23-07-2021,14.94559478,1310.559311,17.59918182,0.000543629,0.008680054,0.145321873,29.57132145
Stellar,23-07-2021,0.224341498,19.67220736,0.264173282,8.16E-06,0.000130292,0.00218136,0.443881603
Status,23-07-2021,0.058049372,5.090272117,0.068356025,2.11E-06,3.37E-05,0.000564417,0.114865866
Bitcoin,24-07-2021,28420.79191,2490734.009,33455.55127,1,15.80388464,269.2415277,54929.23371
Ethereum,24-07-2021,1798.541894,157620.1493,2117.154608,0.063317028,1,17.03830663,3476.065281
Dogecoin,24-07-2021,0.164475784,14.41428621,0.193612762,5.79E-06,9.14E-05,0.001557862,0.317678368
Binance Coin,24-07-2021,252.8478835,22159.01741,297.6400292,0.008898341,0.140489726,2.394894208,488.3655269
Nano,24-07-2021,3.23878877,283.8401325,3.812542033,0.00011402,0.001800986,0.030682341,6.259649128
Litecoin,24-07-2021,105.5380913,9249.119945,124.2342239,0.003715431,0.058686325,1,203.97484
Dash,24-07-2021,121.5778842,10654.81116,143.1154751,0.004280106,0.067605535,1.151755918,234.975156
Swipe,24-07-2021,1.349117352,118.2335975,1.588114254,4.75E-05,0.000750085,0.012782674,2.606486803
NEO,24-07-2021,25.10528709,2200.170656,29.5527029,0.000883823,0.013960239,0.237832425,48.52131448
NEM,24-07-2021,0.122586219,10.74317932,0.144302437,4.32E-06,6.82E-05,0.001161308,0.236923977
Cosmos,24-07-2021,9.695345824,849.6782094,11.41288182,0.000341321,0.005391269,0.091847888,18.73832082
Filecoin,24-07-2021,40.20288321,3523.289879,47.32484672,0.001415267,0.022352076,0.380915981,77.67173433
XRP,24-07-2021,0.517744477,45.37395658,0.609463204,1.82E-05,0.000287674,0.00490391,1
TRON,24-07-2021,0.047577308,4.169567826,0.056005655,1.67E-06,2.64E-05,0.000450637,0.091893659
Cardano,24-07-2021,1.022163056,89.58006153,1.20323982,3.60E-05,0.000568392,0.009683359,1.975547817
Chainlink,24-07-2021,14.03573333,1230.059967,16.52217143,0.000494123,0.007804818,0.132966115,27.12704414
Tether,24-07-2021,0.851592947,74.63168245,1.00245312,3.02E-05,0.000477999,,
Uniswap,24-07-2021,15.81544908,1386.030236,18.61716484,0.000556777,0.008794461,,
Stellar,24-07-2021,0.228929351,20.06285121,0.269484315,8.06E-06,0.0001273,,
Status,24-07-2021,0.057324814,5.023817245,0.067479938,2.02E-06,3.19E-05,,
Bitcoin,25-07-2021,29065.27427,2546980.127,34213.59993,1,15.66963992,,
Ethereum,25-07-2021,1855.043896,162556.8674,2183.627415,0.063912152,1,,
Dogecoin,25-07-2021,0.168415125,14.75816025,0.198246459,5.80E-06,9.08E-05,,
Binance Coin,25-07-2021,256.109313,22442.77224,301.4738995,0.008823779,0.138073382,,
Nano,25-07-2021,3.289141037,288.2263135,3.871745868,0.000113321,0.001773076,,
Litecoin,25-07-2021,106.8010265,9358.937731,125.7186689,0.003679634,0.057578456,,
Dash,25-07-2021,119.5785113,10478.62439,140.7594268,0.004119859,0.064467041,,
Swipe,25-07-2021,1.391121782,121.90353,1.637530878,4.79E-05,0.000749805,,
NEO,25-07-2021,26.27369473,2302.354959,30.92754853,0.000903778,0.014127605,,
NEM,25-07-2021,0.125586806,11.0051292,0.147831969,4.33E-06,6.77E-05,,
Cosmos,25-07-2021,9.786554757,857.5924742,11.52004506,0.000336644,0.00526232,,
Filecoin,25-07-2021,42.0185346,3682.069936,49.46126842,0.001447669,0.022650915,,
XRP,25-07-2021,0.519097089,45.48830189,0.611044643,1.79E-05,0.000279855,,
TRON,25-07-2021,0.048763058,4.273090237,0.057400448,1.68E-06,2.63E-05,,
Cardano,25-07-2021,1.045551809,91.62135042,1.230750172,3.60E-05,0.000563677,,
Chainlink,25-07-2021,14.17497111,1242.147911,16.68578063,0.000488373,0.007641995,,
Tether,25-07-2021,0.851482225,74.61509862,1.002305085,2.95E-05,0.000461862,,
Uniswap,25-07-2021,15.53212845,1361.075148,18.28333096,0.000535131,0.008373665,,
Stellar,25-07-2021,0.227863622,19.96761188,0.268225055,7.84E-06,0.000122524,,
Status,25-07-2021,0.057319683,5.022904345,0.067472705,1.97E-06,3.09E-05,,
Bitcoin,26-07-2021,30118.77239,2639678.521,35456.12466,1,16.04441873,,
Ethereum,26-07-2021,1876.894583,164495.3603,2209.49936,0.062668893,1,,
Dogecoin,26-07-2021,0.171852343,15.06302431,0.20232633,5.74E-06,9.16E-05,,
Binance Coin,26-07-2021,259.48422,22741.79416,305.4674584,0.008664093,0.138228525,,
Nano,26-07-2021,3.320678519,291.0319068,3.909136468,0.00011085,0.001768822,,
Litecoin,26-07-2021,109.0413965,9557.584022,128.3773338,0.003640575,0.058122612,,
Dash,26-07-2021,119.1503549,10442.61129,140.2650076,0.003977449,0.063467672,,
Swipe,26-07-2021,1.404164749,123.0642298,1.652997,4.69E-05,0.000747955,,
NEO,26-07-2021,26.22645315,2298.546705,30.87404693,0.000875693,0.013970961,,
NEM,26-07-2021,0.127490185,11.17463816,0.150097582,4.26E-06,6.79E-05,,
Cosmos,26-07-2021,9.824452009,861.0375818,11.56544465,0.000328035,0.005233534,,
Filecoin,26-07-2021,41.90872316,3673.340177,49.34025345,0.00139921,0.022328293,,
XRP,26-07-2021,0.52034819,45.6045128,0.612559173,1.74E-05,0.000277192,,
TRON,26-07-2021,0.049574415,4.344815843,0.058359505,1.66E-06,2.64E-05,,
Cardano,26-07-2021,1.04919278,91.95366962,1.235120393,3.50E-05,0.00055891,,
Chainlink,26-07-2021,14.27818859,1251.373305,16.80842858,0.000476744,0.007606062,,
Tether,26-07-2021,0.851773832,74.64918109,1.00288563,2.90E-05,0.000462772,,
Uniswap,26-07-2021,15.61620744,1368.640356,18.38355795,0.000521297,0.008318266,,
Stellar,26-07-2021,0.224178419,19.64751249,0.263905111,7.49E-06,0.000119421,,
Status,26-07-2021,0.056402894,4.943279408,0.066398059,1.88E-06,3.00E-05,,
Bitcoin,27-07-2021,31580.7299,2769664.598,37281.91809,1,16.67656407,,
Ethereum,27-07-2021,1889.130125,165681.9103,2230.212068,0.059754557,1,,
Dogecoin,27-07-2021,0.174520571,15.30593429,0.206030214,5.52E-06,9.24E-05,,
Binance Coin,27-07-2021,256.624988,22506.71761,302.9585615,0.008117235,0.135842131,,
Nano,27-07-2021,3.396991588,297.9198825,,,,,
Litecoin,27-07-2021,110.9298843,9728.8561,130.9582454,0.003508793,0.058719737,,
Dash,27-07-2021,120.2587752,10547.02551,141.9714652,0.003803872,0.063657902,,
Swipe,27-07-2021,1.416288324,124.2123832,1.671998805,4.48E-05,0.000750469,,
NEO,27-07-2021,27.42933718,2405.628349,32.38169673,0.00086761,0.014519473,,
NEM,27-07-2021,0.128694076,11.28682458,0.151929757,4.07E-06,6.82E-05,,
Cosmos,27-07-2021,9.64211,845.6236068,11.3827754,0.000305056,0.005108808,,
Filecoin,27-07-2021,41.44046015,3634.442388,48.92252423,0.001311173,0.021958664,,
XRP,27-07-2021,0.52855358,46.35560343,0.623983789,1.67E-05,0.000279785,,
TRON,27-07-2021,0.04954369,4.345035844,0.058487685,1.56E-06,2.62E-05,,
Cardano,27-07-2021,1.063114421,93.23806012,1.255059447,3.36E-05,0.00056275,,
Chainlink,27-07-2021,15.26407763,1338.701611,18.0200028,0.000482814,0.008079902,,
Tether,27-07-2021,0.852900717,74.77022743,1.006467533,2.69E-05,0.00044636,,
Uniswap,27-07-2021,15.73763018,1380.207402,18.5787042,0.000496419,0.008310435,,
Stellar,27-07-2021,0.220762986,19.36115567,0.260616762,6.98E-06,0.00011697,,
Status,27-07-2021,0.056652883,4.968519861,0.066880282,1.79E-06,3.00E-05,,
Bitcoin,28-07-2021,33052.74146,2912983.674,39076.59377,1,17.04745006,,
Ethereum,28-07-2021,1939.167023,170901.4632,2292.579637,0.058705209,1,,
Dogecoin,28-07-2021,0.173030282,15.24748655,0.204539367,5.23E-06,8.90E-05,,
Binance Coin,28-07-2021,265.2024998,23369.73328,313.4962897,0.008012826,0.136449507,,
Nano,28-07-2021,3.472516974,306.0377084,4.105382161,0.000105125,0.001790726,,
Litecoin,28-07-2021,113.08293,9966.15453,133.6922605,0.003423407,0.058324227,,
Dash,28-07-2021,123.4573363,10879.10191,145.9391103,0.003730139,0.063520113,,
Swipe,28-07-2021,1.484624311,130.8419874,1.755196651,4.49E-05,0.000765599,,
NEO,28-07-2021,28.69571027,2528.675618,33.92124398,0.000867012,0.014764248,,
NEM,28-07-2021,0.134718436,11.87143383,0.159250874,4.08E-06,6.95E-05,,
Cosmos,28-07-2021,9.89921723,872.3223442,11.70188017,0.000299095,0.005093253,,
Filecoin,28-07-2021,41.83535688,3686.545687,49.45364079,0.001266366,0.021573498,,
XRP,28-07-2021,0.543255056,47.87781704,0.642263128,1.64E-05,0.000280192,,
TRON,28-07-2021,0.050780069,4.475317478,0.060034721,1.54E-06,2.62E-05,,
Cardano,28-07-2021,1.076625663,94.88450403,1.272840371,3.26E-05,0.000555286,,
Chainlink,28-07-2021,16.36487086,1442.25863,19.34736371,0.000495421,0.008440429,,
Tether,28-07-2021,0.849915721,74.86715785,1.004315108,2.58E-05,0.000436112,,
Uniswap,28-07-2021,15.84435473,1396.384826,18.73198367,0.000479663,0.008171965,,
Stellar,28-07-2021,0.221284513,19.50210921,0.26161355,6.70E-06,0.000114131,,
Status,28-07-2021,0.057547431,5.071098966,0.068026909,1.74E-06,2.97E-05,,
Bitcoin,29-07-2021,33791.73553,2977930.485,40031.19824,1,17.40672427,,
Ethereum,29-07-2021,1941.248317,171074.4491,2299.689406,0.057455608,1,,
Dogecoin,29-07-2021,0.175939209,15.50481869,0.20842544,5.21E-06,9.06E-05,,
Binance Coin,29-07-2021,264.8384911,23356.80048,313.7134833,0.007841126,0.136277999,,
Nano,29-07-2021,3.413588017,301.0532718,4.043553423,0.000101067,0.00175657,,
Litecoin,29-07-2021,118.2228616,10418.5079,140.0520788,0.003499071,0.0608987,,
Dash,29-07-2021,128.3374423,11309.86544,152.0342627,0.003798435,0.0661089,,
Swipe,29-07-2021,1.525960913,134.4768314,1.807721411,4.52E-05,0.00078524,,
NEO,29-07-2021,29.08981161,2563.568737,34.46108929,0.000860978,0.01498468,,
NEM,29-07-2021,0.13555545,11.95499033,0.160571721,4.01E-06,6.98E-05,,
Cosmos,29-07-2021,9.772899656,861.246555,11.57741316,0.000289251,0.005034195,,
Filecoin,29-07-2021,41.7567708,3682.639031,49.46283285,0.001236301,0.021487277,,
XRP,29-07-2021,0.611369068,53.87751051,0.724255088,1.81E-05,0.000314927,,
TRON,29-07-2021,0.051100629,4.503294024,0.060536086,1.51E-06,2.63E-05,,
Cardano,29-07-2021,1.0838847,95.51842305,1.284018196,3.21E-05,0.000558328,,
Chainlink,29-07-2021,16.09994229,1418.823514,19.07271028,0.000476514,0.008293367,,
Tether,29-07-2021,0.842208336,74.27145721,0.997566322,2.50E-05,0.000435,,
Uniswap,29-07-2021,16.10443708,1419.219622,19.07803501,0.000476647,0.008295682,,
Stellar,29-07-2021,0.227655201,20.06234225,0.269690513,6.74E-06,0.000117269,,
Status,29-07-2021,0.061369062,5.412298369,0.072694502,1.82E-06,3.16E-05,,
Bitcoin,30-07-2021,33618.01541,2968222.523,39977.75694,1,16.8196374,,
Ethereum,30-07-2021,2003.980025,176963.1542,2383.44326,0.059430314,1,,
